662570,499045,681000,671661,1376,659133,663035,1551861,665051,669808
662570,499045,681000,671661,1376,659133,663035,1551861,665051,669808
662570,499045,681000,671661,1376,659133,663035,1551861,665051,669808
662570,499045,681000,671661,1376,659133,663035,1551861,665051,669808
662570,499045,681000,1563867,1376,659133,663035,659655,665051,669808
662570,499045,681000,1563867,1376,659133,663035,659655,665051,669808
662570,499045,681000,1563867,1376,659133,663035,659655,665051,669808
662570,499045,681000,1563867,1376,659133,663035,660255,664451,669808
662570,499045,681000,1563867,1376,659133,663035,660255,664451,669808
662570,499045,681000,1563867,1376,659133,663035,660255,664451,669808
662570,499045,681000,1563867,1376,659133,663035,660255,664451,669808
662570,499045,681000,1563867,1376,659133,663035,660255,664451,669808
662570,501101,681000,1563867,1376,659133,663035,660255,662395,669808
662570,501101,681000,1563867,1376,659133,663035,660255,662395,669808
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
662570,677113,681000,1563867,1376,659133,663035,660255,662395,493796
492156,677113,681000,1563867,1376,659133,663035,660255,662395,664210
492156,675146,681000,1563867,1376,659133,663035,660255,664362,664210
478769,675146,681000,1563867,1376,659133,663035,673642,664362,664210
478769,675146,681000,1563867,1376,659133,663035,673642,664362,664210
478769,675146,681000,1563867,1376,659133,663035,673642,664362,664210
675085,675146,681000,1563867,1376,659133,663035,477326,664362,664210
675085,675146,681000,1563867,1376,659133,663035,659919,664362,481617
675085,675146,681000,1563867,1376,659133,663035,659919,664362,481617
675085,675146,681000,1563867,1376,659133,663035,659919,664362,481617
675085,660196,695950,1563867,1376,659133,663035,659919,664362,481617
1578952,660196,695950,660000,1376,659133,663035,659919,664362,481617
1578952,660196,695950,660000,1376,659133,663035,659919,664362,481617
1578952,660196,695950,660000,1376,659133,663035,648339,675942,481617
1578952,660196,695950,660000,1376,659133,663035,648339,675942,481617
1578952,660196,695950,660000,1376,659133,663035,648339,675942,481617
1578952,660196,695950,660000,1376,659133,663035,648339,675942,481617
1578952,660196,689938,660000,1376,659133,669047,648339,675942,481617
1578952,660196,689938,660000,1376,659133,669047,648339,675942,481617
1578952,660196,689938,660000,1376,659133,669047,648339,675942,481617
1578952,660196,689938,660000,1376,659133,669047,648339,675942,481617
1578952,660196,689938,660000,1376,659133,669047,663275,675942,466681
1578952,660196,689938,660000,1376,657994,669047,664414,675942,466681
1578952,668380,689938,660000,1376,657994,669047,664414,667758,466681
1578952,668380,689938,660000,1376,657994,669047,664414,667758,466681
659867,668380,689938,1579085,1376,657994,669047,664414,667758,466681
659867,668380,689938,1579085,1376,657994,669047,667652,667758,463443
659867,678437,689938,1579085,1376,657994,669047,667652,657701,463443
659867,678437,664138,1579085,1376,657994,694847,667652,657701,463443
659867,678437,664138,1579085,1376,657994,694847,667652,657701,463443
659867,678437,698679,1579085,1376,657994,660306,667652,657701,463443
659867,678437,698679,1579085,1376,657994,660306,653728,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670392,698679,1579085,1376,657994,660306,661773,671625,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,670195,698679,1579085,1376,657994,660306,661773,671822,463443
659867,705064,663810,1579085,1376,657994,660306,661773,671822,463443
659867,705064,663810,1579085,1376,657994,660306,661773,671822,463443
644083,705064,679594,1579085,1376,657994,660306,661773,671822,463443
644083,705064,679594,1579085,1376,657994,660306,661773,671822,463443
652573,705064,679594,1579085,1376,657994,660306,661773,663332,463443
652573,705064,679594,1579085,1376,657994,660306,661773,663332,463443
652573,705064,679594,1579085,1376,657994,660306,661773,663332,463443
672041,705064,679594,1579085,1376,657994,660306,661773,643864,463443
672041,705064,679594,1579085,1376,657994,660306,661773,433270,674037
672041,705064,679594,1579085,1376,657994,660306,661773,433270,674037
672041,705064,679594,1579085,1376,657994,660306,661773,433270,674037
670206,705064,681429,1579085,1376,657994,660306,661773,433270,674037
670206,705064,681429,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
663289,705064,688346,1579085,1376,657994,660306,661773,433270,674037
689611,705064,662024,1579085,1376,657994,660306,661773,433270,674037
689611,705064,662024,1579085,1376,657994,660306,661773,433270,674037
689611,705064,1572279,668830,1376,657994,660306,661773,433270,674037
689611,705064,1572279,668830,1376,657994,660306,661773,433270,674037
1602284,705064,659606,668830,1376,657994,660306,661773,433270,674037
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
1602284,705064,659606,668830,1376,657994,660306,661773,676545,430762
679664,705064,659606,668830,1376,657994,660306,661773,1599165,430762
679664,705064,659606,679809,1376,657994,660306,661773,1588186,430762
